time,pair,tf,dir,entry,stop,target,stop_pips,R
2023-11-06 20:00:00,EURUSD,H1,sell,1.07103,1.07231,1.06847,12.8,1.911
2023-11-09 22:00:00,EURUSD,H1,sell,1.06699,1.06760,1.06577,6.1,-1.170
2023-11-13 22:00:00,EURUSD,H1,buy,1.06965,1.06935,1.07025,3.0,-1.294
2023-11-14 10:00:00,EURUSD,H1,buy,1.08376,1.07039,1.11050,133.7,1.991
2023-11-15 16:00:00,EURUSD,H1,buy,1.08461,1.08400,1.08583,6.1,-1.170
2023-11-16 09:00:00,EURUSD,H1,buy,1.08760,1.08380,1.09520,38.0,-1.032
2023-11-17 03:00:00,EURUSD,H1,sell,1.08482,1.08573,1.08300,9.1,-1.121
2023-11-19 21:00:00,EURUSD,H1,buy,1.09223,1.08964,1.09741,25.9,-1.046
2023-11-21 19:00:00,EURUSD,H1,buy,1.09196,1.09088,1.09412,10.8,-1.104
2023-11-23 12:00:00,EURUSD,H1,sell,1.09057,1.09114,1.08943,5.7,-1.180
2023-11-23 22:00:00,EURUSD,H1,sell,1.08990,1.09112,1.08746,12.2,-1.093
2023-11-24 06:00:00,EURUSD,H1,buy,1.09141,1.09004,1.09415,13.7,1.916
2023-11-24 14:00:00,EURUSD,H1,buy,1.09459,1.09272,1.09833,18.7,-1.063
2023-11-27 19:00:00,EURUSD,H1,buy,1.09580,1.09490,1.09760,9.0,-1.122
2023-11-28 10:00:00,EURUSD,H1,buy,1.09809,1.09444,1.10539,36.5,-1.033
2023-11-29 19:00:00,EURUSD,H1,buy,1.09825,1.09668,1.10139,15.7,-1.074
2023-11-30 10:00:00,EURUSD,H1,sell,1.09110,1.09506,1.08318,39.6,1.969
2023-12-14 16:00:00,EURUSD,H1,buy,1.09915,1.09785,1.10175,13.0,-1.088
2023-12-18 04:00:00,EURUSD,H1,sell,1.09196,1.09309,1.08970,11.3,-1.100
2023-12-18 08:00:00,EURUSD,H1,buy,1.09211,1.09061,1.09511,15.0,1.923
2023-12-18 23:00:00,EURUSD,H1,buy,1.09230,1.09138,1.09414,9.2,1.880
2023-12-20 13:00:00,EURUSD,H1,sell,1.09597,1.09766,1.09259,16.9,-1.069
2023-12-21 23:00:00,EURUSD,H1,buy,1.10004,1.09944,1.10124,6.0,-1.172
2023-12-27 09:00:00,EURUSD,H1,buy,1.11045,1.10475,1.12185,57.0,-1.021
2023-12-29 02:00:00,EURUSD,H1,buy,1.10658,1.10598,1.10778,6.0,-1.172
2024-01-02 05:00:00,EURUSD,H1,sell,1.10075,1.10397,1.09431,32.2,1.963
2024-01-04 12:00:00,EURUSD,H1,sell,1.09504,1.09662,1.09188,15.8,1.927
2024-01-04 18:00:00,EURUSD,H1,sell,1.09462,1.09510,1.09366,4.8,-1.207
2024-01-05 15:00:00,EURUSD,H1,buy,1.09392,1.09342,1.09492,5.0,1.800
2024-01-09 22:00:00,EURUSD,H1,buy,1.09292,1.09251,1.09374,4.1,-1.234
2024-01-11 07:00:00,EURUSD,H1,buy,1.09837,1.09575,1.10361,26.2,-1.046
2024-01-12 04:00:00,EURUSD,H1,buy,1.09624,1.09598,1.09676,2.6,-1.325
2024-01-15 16:00:00,EURUSD,H1,sell,1.09494,1.09538,1.09406,4.4,1.779
2024-01-24 14:00:00,EURUSD,H1,sell,1.08883,1.09096,1.08457,21.3,1.945
2024-01-25 21:00:00,EURUSD,H1,buy,1.08441,1.08363,1.08597,7.8,-1.138
2024-01-29 01:00:00,EURUSD,H1,sell,1.08465,1.08486,1.08423,2.1,-1.373
2024-01-29 09:00:00,EURUSD,H1,sell,1.08070,1.08378,1.07454,30.8,-1.039
2024-01-30 04:00:00,EURUSD,H1,buy,1.08269,1.08109,1.08589,16.0,-1.072
2024-01-30 12:00:00,EURUSD,H1,buy,1.08388,1.08271,1.08622,11.7,-1.097
2024-02-01 19:00:00,EURUSD,H1,buy,1.08727,1.08658,1.08865,6.9,1.847
2024-02-04 17:00:00,EURUSD,H1,sell,1.07803,1.07984,1.07441,18.1,1.935
2024-02-21 01:00:00,EURUSD,H1,sell,1.08114,1.08201,1.07940,8.7,1.874
2024-02-21 23:00:00,EURUSD,H1,buy,1.08303,1.08180,1.08549,12.3,1.908
2024-02-22 15:00:00,EURUSD,H1,sell,1.08217,1.08271,1.08109,5.4,-1.188
2024-02-27 16:00:00,EURUSD,H1,buy,1.08437,1.08398,1.08515,3.9,-1.243
2024-02-29 16:00:00,EURUSD,H1,sell,1.08046,1.08122,1.07894,7.6,-1.141
2024-03-03 18:00:00,EURUSD,H1,buy,1.08416,1.08323,1.08602,9.3,1.882
2024-03-06 09:00:00,EURUSD,H1,buy,1.08869,1.08665,1.09277,20.4,1.942
2024-03-06 19:00:00,EURUSD,H1,buy,1.09030,1.08918,1.09254,11.2,-1.100
2024-03-12 10:00:00,EURUSD,H1,buy,1.09176,1.09013,1.09502,16.3,1.929
2024-03-13 11:00:00,EURUSD,H1,buy,1.09490,1.09303,1.09864,18.7,-1.063
2024-03-14 17:00:00,EURUSD,H1,sell,1.08839,1.08928,1.08661,8.9,-1.123
2024-03-21 21:00:00,EURUSD,H1,sell,1.08390,1.08689,1.07792,29.9,1.960
2024-03-22 02:00:00,EURUSD,H1,sell,1.08246,1.08429,1.07880,18.3,-1.064
2024-03-26 19:00:00,EURUSD,H1,sell,1.08295,1.08341,1.08203,4.6,-1.214
2024-03-27 13:00:00,EURUSD,H1,sell,1.08223,1.08267,1.08135,4.4,-1.221
2024-03-27 23:00:00,EURUSD,H1,sell,1.08234,1.08270,1.08162,3.6,1.742
2024-03-28 11:00:00,EURUSD,H1,sell,1.07993,1.08198,1.07583,20.5,1.943
2024-03-28 19:00:00,EURUSD,H1,sell,1.07838,1.07945,1.07624,10.7,-1.105
2024-03-29 13:00:00,EURUSD,H1,buy,1.07893,1.07857,1.07965,3.6,-1.258
2024-04-01 05:00:00,EURUSD,H1,sell,1.07860,1.07931,1.07718,7.1,1.850
2024-04-02 19:00:00,EURUSD,H1,sell,1.07679,1.07744,1.07549,6.5,-1.161
2024-04-11 01:00:00,EURUSD,H1,sell,1.07428,1.07499,1.07286,7.1,1.850
2024-04-11 16:00:00,EURUSD,H1,sell,1.07254,1.07355,1.07052,10.1,1.890
2024-04-24 12:00:00,EURUSD,H1,sell,1.06904,1.07035,1.06642,13.1,-1.087
2024-04-26 00:00:00,EURUSD,H1,buy,1.07224,1.07175,1.07322,4.9,1.797
2024-04-28 17:00:00,EURUSD,H1,sell,1.06944,1.07082,1.06668,13.8,-1.083
2024-04-29 07:00:00,EURUSD,H1,buy,1.07144,1.06963,1.07506,18.1,-1.065
2024-04-29 17:00:00,EURUSD,H1,buy,1.07205,1.07141,1.07333,6.4,-1.163
2024-05-01 12:00:00,EURUSD,H1,sell,1.06715,1.06923,1.06299,20.8,-1.057
2024-05-01 23:00:00,EURUSD,H1,buy,1.07146,1.07059,1.07320,8.7,-1.126
2024-05-02 19:00:00,EURUSD,H1,buy,1.07298,1.07217,1.07460,8.1,1.866
2024-05-03 15:00:00,EURUSD,H1,buy,1.07641,1.07582,1.07759,5.9,-1.175
2024-05-06 14:00:00,EURUSD,H1,buy,1.07745,1.07702,1.07831,4.3,-1.225
2024-05-08 04:00:00,EURUSD,H1,sell,1.07441,1.07500,1.07323,5.9,-1.175
2024-05-09 19:00:00,EURUSD,H1,buy,1.07817,1.07790,1.07871,2.7,-1.316
2024-05-12 19:00:00,EURUSD,H1,buy,1.07702,1.07653,1.07800,4.9,1.797
2024-05-13 19:00:00,EURUSD,H1,buy,1.07920,1.07849,1.08062,7.1,-1.150
2024-05-14 22:00:00,EURUSD,H1,buy,1.08252,1.08120,1.08516,13.2,1.913
2024-05-23 00:00:00,EURUSD,H1,buy,1.08266,1.08209,1.08380,5.7,-1.180
2024-05-28 23:00:00,EURUSD,H1,sell,1.08471,1.08579,1.08255,10.8,-1.104
2024-05-29 23:00:00,EURUSD,H1,sell,1.07979,1.08054,1.07829,7.5,-1.143
2024-06-02 23:00:00,EURUSD,H1,sell,1.08497,1.08597,1.08297,10.0,-1.111
2024-06-03 08:00:00,EURUSD,H1,buy,1.08442,1.08268,1.08790,17.4,1.933
2024-06-04 00:00:00,EURUSD,H1,buy,1.09093,1.09041,1.09197,5.2,-1.194
2024-06-09 17:00:00,EURUSD,H1,sell,1.07715,1.08081,1.06983,36.6,-1.033
2024-06-12 23:00:00,EURUSD,H1,sell,1.08068,1.08167,1.07870,9.9,1.888
2024-06-14 09:00:00,EURUSD,H1,sell,1.06692,1.07068,1.05940,37.6,-1.032
2024-07-01 12:00:00,EURUSD,H1,sell,1.07315,1.07707,1.06531,39.2,-1.031
2024-07-02 19:00:00,EURUSD,H1,buy,1.07480,1.07398,1.07644,8.2,-1.132
2024-07-03 08:00:00,EURUSD,H1,buy,1.07745,1.07515,1.08205,23.0,1.948
2024-07-04 01:00:00,EURUSD,H1,buy,1.07899,1.07826,1.08045,7.3,1.854
2024-07-04 08:00:00,EURUSD,H1,buy,1.07970,1.07929,1.08052,4.1,1.766
2024-07-08 04:00:00,EURUSD,H1,buy,1.08383,1.08136,1.08877,24.7,-1.048
2024-07-08 22:00:00,EURUSD,H1,sell,1.08264,1.08343,1.08106,7.9,1.863
2024-07-09 18:00:00,EURUSD,H1,sell,1.08144,1.08175,1.08082,3.1,-1.287
2024-07-10 12:00:00,EURUSD,H1,buy,1.08269,1.08189,1.08429,8.0,-1.135
2024-07-11 04:00:00,EURUSD,H1,buy,1.08473,1.08312,1.08795,16.1,1.928
2024-07-24 17:00:00,EURUSD,H1,buy,1.08394,1.08349,1.08484,4.5,-1.217
2024-08-05 08:00:00,EURUSD,H1,buy,1.09910,1.09320,1.11090,59.0,-1.021
2024-08-08 19:00:00,EURUSD,H1,buy,1.09149,1.09090,1.09267,5.9,-1.175
2024-08-13 19:00:00,EURUSD,H1,buy,1.09959,1.09744,1.10389,21.5,1.945
2024-08-15 15:00:00,EURUSD,H1,buy,1.09741,1.09705,1.09813,3.6,-1.258
2024-08-19 08:00:00,EURUSD,H1,buy,1.10389,1.10298,1.10571,9.1,1.879
2024-09-03 19:00:00,EURUSD,H1,buy,1.10485,1.10353,1.10749,13.2,1.913
2024-09-06 13:00:00,EURUSD,H1,sell,1.10846,1.11360,1.09818,51.4,-1.024
2024-09-09 11:00:00,EURUSD,H1,sell,1.10415,1.10530,1.10185,11.5,-1.098
2024-09-13 10:00:00,EURUSD,H1,buy,1.10889,1.10781,1.11105,10.8,-1.104
2024-09-19 12:00:00,EURUSD,H1,buy,1.11554,1.11154,1.12354,40.0,-1.030
2024-09-23 18:00:00,EURUSD,H1,buy,1.11109,1.11087,1.11153,2.2,-1.362
2024-09-25 07:00:00,EURUSD,H1,buy,1.11959,1.11772,1.12333,18.7,-1.063
2024-09-27 10:00:00,EURUSD,H1,buy,1.11784,1.11531,1.12290,25.3,-1.047
2024-09-29 17:00:00,EURUSD,H1,sell,1.11594,1.11688,1.11406,9.4,-1.117
2024-10-01 03:00:00,EURUSD,H1,sell,1.11150,1.11449,1.10552,29.9,1.960
2024-10-01 17:00:00,EURUSD,H1,sell,1.10684,1.10783,1.10486,9.9,-1.112
2024-10-03 15:00:00,EURUSD,H1,sell,1.10284,1.10371,1.10110,8.7,-1.126
2024-10-04 02:00:00,EURUSD,H1,buy,1.10320,1.10241,1.10478,7.9,-1.137
2024-10-06 23:00:00,EURUSD,H1,sell,1.09719,1.09785,1.09587,6.6,-1.159
2024-10-08 00:00:00,EURUSD,H1,buy,1.09854,1.09717,1.10128,13.7,-1.084
2024-10-09 12:00:00,EURUSD,H1,sell,1.09413,1.09608,1.09023,19.5,1.940
2024-10-09 23:00:00,EURUSD,H1,sell,1.09435,1.09469,1.09367,3.4,1.731
2024-10-11 05:00:00,EURUSD,H1,buy,1.09389,1.09311,1.09545,7.8,-1.138
2024-10-14 11:00:00,EURUSD,H1,sell,1.09068,1.09282,1.08640,21.4,1.945
2024-10-15 09:00:00,EURUSD,H1,buy,1.09098,1.08963,1.09368,13.5,-1.085
2024-10-15 19:00:00,EURUSD,H1,sell,1.08832,1.08937,1.08622,10.5,-1.106
2024-10-16 19:00:00,EURUSD,H1,sell,1.08587,1.08715,1.08331,12.8,-1.089
2024-10-17 20:00:00,EURUSD,H1,sell,1.08289,1.08341,1.08185,5.2,-1.194
2024-10-18 14:00:00,EURUSD,H1,buy,1.08653,1.08518,1.08923,13.5,-1.085
2024-10-21 07:00:00,EURUSD,H1,sell,1.08557,1.08592,1.08487,3.5,1.737
2024-10-22 00:00:00,EURUSD,H1,sell,1.08201,1.08223,1.08157,2.2,-1.362
2024-10-23 04:00:00,EURUSD,H1,sell,1.07882,1.08076,1.07494,19.4,-1.061
2024-10-24 10:00:00,EURUSD,H1,buy,1.07978,1.07871,1.08192,10.7,1.895
2024-10-27 20:00:00,EURUSD,H1,sell,1.07910,1.08025,1.07680,11.5,-1.098
2024-10-29 06:00:00,EURUSD,H1,sell,1.07992,1.08273,1.07430,28.1,-1.043
2024-10-30 01:00:00,EURUSD,H1,buy,1.08234,1.08120,1.08462,11.4,1.901
2024-10-30 22:00:00,EURUSD,H1,buy,1.08498,1.08431,1.08632,6.7,1.843
2024-11-06 02:00:00,EURUSD,H1,sell,1.07342,1.07954,1.06118,61.2,-1.020
2024-11-06 21:00:00,EURUSD,H1,sell,1.07366,1.07382,1.07334,1.6,-1.439
2024-11-07 16:00:00,EURUSD,H1,buy,1.08038,1.07659,1.08796,37.9,-1.032
2024-11-10 18:00:00,EURUSD,H1,sell,1.07132,1.07224,1.06948,9.2,-1.120
2024-11-12 18:00:00,EURUSD,H1,sell,1.06166,1.06276,1.05946,11.0,-1.102
2024-11-13 21:00:00,EURUSD,H1,sell,1.05493,1.05696,1.05087,20.3,1.942
2024-11-19 12:00:00,EURUSD,H1,sell,1.05803,1.06020,1.05369,21.7,-1.054
2024-11-20 09:00:00,EURUSD,H1,sell,1.05249,1.05689,1.04369,44.0,1.972
2024-11-27 19:00:00,EURUSD,H1,sell,1.05517,1.05702,1.05147,18.5,-1.063
2024-11-28 02:00:00,EURUSD,H1,sell,1.05415,1.05590,1.05065,17.5,-1.067
2024-11-29 10:00:00,EURUSD,H1,sell,1.05612,1.05694,1.05448,8.2,-1.132
2024-12-02 04:00:00,EURUSD,H1,sell,1.05135,1.05380,1.04645,24.5,-1.049
2024-12-06 04:00:00,EURUSD,H1,buy,1.05772,1.05664,1.05988,10.8,1.896
2024-12-09 20:00:00,EURUSD,H1,sell,1.05529,1.05581,1.05425,5.2,-1.194
2024-12-10 16:00:00,EURUSD,H1,sell,1.05268,1.05322,1.05160,5.4,-1.188
2024-12-11 04:00:00,EURUSD,H1,sell,1.05005,1.05294,1.04427,28.9,-1.041
2024-12-11 22:00:00,EURUSD,H1,sell,1.05053,1.05097,1.04965,4.4,-1.221
2024-12-12 22:00:00,EURUSD,H1,sell,1.04602,1.04818,1.04170,21.6,-1.055
2024-12-17 17:00:00,EURUSD,H1,buy,1.04918,1.04841,1.05072,7.7,1.860
2024-12-19 00:00:00,EURUSD,H1,sell,1.03820,1.03919,1.03622,9.9,-1.112
2024-12-20 11:00:00,EURUSD,H1,buy,1.04281,1.03850,1.05143,43.1,-1.028
2024-12-30 21:00:00,EURUSD,H1,buy,1.04125,1.03959,1.04457,16.6,-1.070
2024-12-31 06:00:00,EURUSD,H1,sell,1.04103,1.04253,1.03803,15.0,1.923
2024-12-31 16:00:00,EURUSD,H1,sell,1.03531,1.03656,1.03281,12.5,-0.182
2025-01-02 18:00:00,EURUSD,H1,sell,1.02678,1.02697,1.02640,1.9,-1.397
2025-01-05 19:00:00,EURUSD,H1,buy,1.03031,1.02922,1.03249,10.9,1.897
2025-01-06 08:00:00,EURUSD,H1,buy,1.04167,1.03277,1.05947,89.0,-1.014
2025-01-08 16:00:00,EURUSD,H1,sell,1.03178,1.03252,1.03030,7.4,1.855
2025-01-15 17:00:00,EURUSD,H1,sell,1.02921,1.02998,1.02767,7.7,-1.140
2025-01-16 14:00:00,EURUSD,H1,sell,1.03019,1.03159,1.02739,14.0,1.918
2025-01-20 03:00:00,EURUSD,H1,buy,1.03098,1.02984,1.03326,11.4,1.901
2025-01-20 21:00:00,EURUSD,H1,buy,1.03876,1.03518,1.04592,35.8,-1.034
2025-01-21 17:00:00,EURUSD,H1,buy,1.04261,1.04147,1.04489,11.4,-1.099
2025-01-23 18:00:00,EURUSD,H1,buy,1.04156,1.04116,1.04236,4.0,-1.238
2025-01-27 23:00:00,EURUSD,H1,buy,1.04335,1.04234,1.04537,10.1,-1.110
2025-01-30 17:00:00,EURUSD,H1,sell,1.03867,1.04332,1.02937,46.5,-1.026
2025-02-02 18:00:00,EURUSD,H1,sell,1.02467,1.03880,0.99641,141.3,-1.009
2025-02-03 12:00:00,EURUSD,H1,sell,1.02792,1.03361,1.01654,56.9,-1.021
2025-02-04 09:00:00,EURUSD,H1,buy,1.03594,1.03191,1.04400,40.3,-1.030
2025-02-06 09:00:00,EURUSD,H1,buy,1.03620,1.03513,1.03834,10.7,1.895
2025-02-09 17:00:00,EURUSD,H1,sell,1.02904,1.03391,1.01930,48.7,-1.025
2025-02-10 11:00:00,EURUSD,H1,buy,1.03112,1.03031,1.03274,8.1,-1.134
2025-02-11 16:00:00,EURUSD,H1,buy,1.03609,1.03408,1.04011,20.1,-1.059
2025-02-12 18:00:00,EURUSD,H1,buy,1.03920,1.03794,1.04172,12.6,1.910
2025-02-13 05:00:00,EURUSD,H1,buy,1.04158,1.04091,1.04292,6.7,-1.157
2025-02-13 20:00:00,EURUSD,H1,buy,1.04591,1.04549,1.04675,4.2,-1.229
2025-02-18 22:00:00,EURUSD,H1,buy,1.04510,1.04399,1.04732,11.1,-1.101
2025-02-19 12:00:00,EURUSD,H1,sell,1.04096,1.04422,1.03444,32.6,-1.037
2025-02-19 19:00:00,EURUSD,H1,buy,1.04290,1.04153,1.04564,13.7,1.916
2025-02-21 11:00:00,EURUSD,H1,sell,1.04544,1.04933,1.03766,38.9,-1.031
2025-02-24 21:00:00,EURUSD,H1,buy,1.04743,1.04586,1.05057,15.7,-1.074
2025-02-25 14:00:00,EURUSD,H1,buy,1.05104,1.04827,1.05658,27.7,-1.043
2025-02-26 05:00:00,EURUSD,H1,sell,1.04976,1.05123,1.04682,14.7,-1.078
2025-02-26 20:00:00,EURUSD,H1,sell,1.04780,1.04932,1.04476,15.2,1.924
2025-03-03 22:00:00,EURUSD,H1,sell,1.04771,1.04969,1.04375,19.8,-1.059
2025-03-05 00:00:00,EURUSD,H1,buy,1.06312,1.06008,1.06920,30.4,1.961
2025-03-05 08:00:00,EURUSD,H1,buy,1.07157,1.06754,1.07963,40.3,1.970
2025-03-06 20:00:00,EURUSD,H1,sell,1.07898,1.07971,1.07752,7.3,-1.146
2025-03-24 01:00:00,EURUSD,H1,buy,1.08396,1.08159,1.08870,23.7,-1.050
2025-04-03 00:00:00,EURUSD,H1,sell,1.09066,1.09254,1.08690,18.8,-1.062
2025-04-07 00:00:00,EURUSD,H1,buy,1.09847,1.09188,1.11165,65.9,-1.019
2025-04-07 09:00:00,EURUSD,H1,buy,1.09412,1.09339,1.09558,7.3,-1.146
2025-04-09 06:00:00,EURUSD,H1,buy,1.10330,1.09966,1.11058,36.4,-1.033
2025-04-09 21:00:00,EURUSD,H1,buy,1.09716,1.09417,1.10314,29.9,1.960
2025-04-10 04:00:00,EURUSD,H1,buy,1.10373,1.09614,1.11891,75.9,1.984
2025-04-11 08:00:00,EURUSD,H1,buy,1.13952,1.13189,1.15478,76.3,-1.016
2025-04-14 03:00:00,EURUSD,H1,buy,1.13897,1.13516,1.14659,38.1,-1.032
2025-04-14 15:00:00,EURUSD,H1,buy,1.13546,1.13272,1.14094,27.4,-1.044
2025-04-16 06:00:00,EURUSD,H1,buy,1.13579,1.13369,1.13999,21.0,1.944
2025-04-23 02:00:00,EURUSD,H1,buy,1.13848,1.13695,1.14154,15.3,1.924
2025-04-23 20:00:00,EURUSD,H1,sell,1.13436,1.13478,1.13352,4.2,-1.229
2025-04-24 10:00:00,EURUSD,H1,buy,1.13726,1.13567,1.14044,15.9,-1.073
2025-04-27 23:00:00,EURUSD,H1,sell,1.13561,1.13674,1.13335,11.3,-1.100
2025-04-29 05:00:00,EURUSD,H1,sell,1.13802,1.14130,1.13146,32.8,-1.037
2025-04-30 10:00:00,EURUSD,H1,sell,1.13668,1.13894,1.13216,22.6,1.948
2025-05-02 01:00:00,EURUSD,H1,sell,1.13075,1.13163,1.12899,8.8,-1.124
2025-05-05 00:00:00,EURUSD,H1,sell,1.13371,1.13476,1.13161,10.5,1.894
2025-05-06 06:00:00,EURUSD,H1,sell,1.13256,1.13504,1.12760,24.8,-1.048
2025-05-06 23:00:00,EURUSD,H1,sell,1.13455,1.13524,1.13317,6.9,-1.153
2025-05-08 01:00:00,EURUSD,H1,sell,1.13035,1.13371,1.12363,33.6,1.964
2025-05-08 22:00:00,EURUSD,H1,sell,1.12180,1.12342,1.11856,16.2,-1.072
2025-05-11 23:00:00,EURUSD,H1,sell,1.12328,1.12436,1.12112,10.8,1.896
2025-05-12 11:00:00,EURUSD,H1,sell,1.11049,1.11356,1.10435,30.7,-1.039
2025-05-13 20:00:00,EURUSD,H1,sell,1.11921,1.11981,1.11801,6.0,-1.172
2025-05-14 22:00:00,EURUSD,H1,buy,1.11945,1.11748,1.12339,19.7,-1.060
2025-05-16 02:00:00,EURUSD,H1,buy,1.12121,1.11951,1.12461,17.0,-1.068
2025-05-19 00:00:00,EURUSD,H1,buy,1.11836,1.11711,1.12086,12.5,1.909
2025-05-19 15:00:00,EURUSD,H1,buy,1.12400,1.12229,1.12742,17.1,-1.068
2025-05-20 14:00:00,EURUSD,H1,buy,1.12723,1.12440,1.13289,28.3,1.958
2025-05-22 19:00:00,EURUSD,H1,buy,1.12819,1.12758,1.12941,6.1,1.830
2025-05-29 00:00:00,EURUSD,H1,sell,1.12475,1.12578,1.12269,10.3,-1.108
2025-05-29 09:00:00,EURUSD,H1,buy,1.13511,1.12669,1.15195,84.2,1.985
2025-05-30 06:00:00,EURUSD,H1,buy,1.13273,1.13221,1.13377,5.2,1.806
2025-06-02 11:00:00,EURUSD,H1,buy,1.14304,1.14032,1.14848,27.2,-1.044
2025-06-03 17:00:00,EURUSD,H1,buy,1.13741,1.13665,1.13893,7.6,1.859
2025-06-04 18:00:00,EURUSD,H1,buy,1.14196,1.14091,1.14406,10.5,-1.106
2025-06-08 19:00:00,EURUSD,H1,buy,1.14061,1.13893,1.14397,16.8,-1.069
2025-06-09 02:00:00,EURUSD,H1,buy,1.14271,1.14098,1.14617,17.3,-1.067
2025-06-10 04:00:00,EURUSD,H1,sell,1.14081,1.14156,1.13931,7.5,-1.143
2025-06-11 09:00:00,EURUSD,H1,buy,1.14701,1.14254,1.15595,44.7,1.973
2025-06-19 00:00:00,EURUSD,H1,buy,1.14690,1.14492,1.15086,19.8,-1.059
2025-06-24 00:00:00,EURUSD,H1,buy,1.16063,1.15855,1.16479,20.8,-1.057
2025-06-24 11:00:00,EURUSD,H1,buy,1.16071,1.15810,1.16593,26.1,1.954
2025-06-24 20:00:00,EURUSD,H1,buy,1.16250,1.16032,1.16686,21.8,-1.054
2025-06-26 04:00:00,EURUSD,H1,buy,1.17275,1.16706,1.18413,56.9,-1.021
2025-07-14 15:00:00,EURUSD,H1,buy,1.16678,1.16580,1.16874,9.8,1.887
2025-07-17 03:00:00,EURUSD,H1,sell,1.15905,1.16281,1.15153,37.6,-1.032
2025-07-17 13:00:00,EURUSD,H1,sell,1.15849,1.16034,1.15479,18.5,-1.063
2025-07-18 04:00:00,EURUSD,H1,buy,1.16355,1.16109,1.16847,24.6,1.952
2025-07-20 22:00:00,EURUSD,H1,sell,1.16215,1.16372,1.15901,15.7,-1.074
2025-07-21 15:00:00,EURUSD,H1,buy,1.16894,1.16848,1.16986,4.6,-1.214
2025-07-22 16:00:00,EURUSD,H1,buy,1.17538,1.17407,1.17800,13.1,-1.087
2025-07-23 22:00:00,EURUSD,H1,buy,1.17765,1.17611,1.18073,15.4,-1.075
2025-07-24 22:00:00,EURUSD,H1,sell,1.17391,1.17595,1.16983,20.4,-1.058
2025-07-28 02:00:00,EURUSD,H1,sell,1.17211,1.17589,1.16455,37.8,1.968
2025-07-29 00:00:00,EURUSD,H1,sell,1.15885,1.15999,1.15657,11.4,1.901
2025-08-13 12:00:00,EURUSD,H1,sell,1.17066,1.17244,1.16710,17.8,1.934
2025-08-24 23:00:00,EURUSD,H1,buy,1.17066,1.16925,1.17348,14.1,-1.081
2025-08-25 11:00:00,EURUSD,H1,sell,1.16692,1.17099,1.15878,40.7,1.970
2025-08-28 22:00:00,EURUSD,H1,sell,1.16617,1.16831,1.16189,21.4,-1.055
2025-09-03 11:00:00,EURUSD,H1,buy,1.16750,1.16374,1.17502,37.6,-1.032
2025-09-08 08:00:00,EURUSD,H1,buy,1.17377,1.17188,1.17755,18.9,1.938
2025-09-11 19:00:00,EURUSD,H1,buy,1.17329,1.17296,1.17395,3.3,-1.275
2025-09-12 10:00:00,EURUSD,H1,buy,1.17250,1.17003,1.17744,24.7,1.952
2025-09-14 22:00:00,EURUSD,H1,buy,1.17274,1.17208,1.17406,6.6,-1.159
2025-09-15 12:00:00,EURUSD,H1,buy,1.17581,1.17498,1.17747,8.3,1.869
2025-09-16 03:00:00,EURUSD,H1,buy,1.17944,1.17725,1.18382,21.9,1.946
2025-09-18 18:00:00,EURUSD,H1,buy,1.17866,1.17801,1.17996,6.5,-1.161
2025-09-23 07:00:00,EURUSD,H1,sell,1.17916,1.18134,1.17480,21.8,-1.054
2025-09-24 23:00:00,EURUSD,H1,buy,1.17524,1.17395,1.17782,12.9,-1.088
2025-10-01 05:00:00,EURUSD,H1,sell,1.17326,1.17795,1.16388,46.9,1.974
2025-10-01 16:00:00,EURUSD,H1,sell,1.17294,1.17429,1.17024,13.5,-1.085
2025-10-02 17:00:00,EURUSD,H1,sell,1.17169,1.17275,1.16957,10.6,-1.105
2025-10-05 18:00:00,EURUSD,H1,sell,1.17160,1.17453,1.16574,29.3,1.959
2025-10-06 13:00:00,EURUSD,H1,sell,1.17103,1.17221,1.16867,11.8,1.904
2025-10-16 17:00:00,EURUSD,H1,sell,1.16876,1.16951,1.16726,7.5,-1.143
2025-10-22 17:00:00,EURUSD,H1,buy,1.16114,1.16037,1.16268,7.7,-1.140
2025-10-28 21:00:00,EURUSD,H1,sell,1.16464,1.16616,1.16160,15.2,-1.076
2025-10-29 21:00:00,EURUSD,H1,buy,1.16173,1.15957,1.16605,21.6,-1.055
2025-11-14 03:00:00,EURUSD,H1,sell,1.16293,1.16495,1.15889,20.2,-1.058
2025-11-23 21:00:00,EURUSD,H1,buy,1.15158,1.15008,1.15458,15.0,1.923
2025-11-24 14:00:00,EURUSD,H1,buy,1.15274,1.15104,1.15614,17.0,1.932
2025-11-26 19:00:00,EURUSD,H1,buy,1.16020,1.15872,1.16316,14.8,-1.078
2025-11-28 02:00:00,EURUSD,H1,sell,1.15787,1.15941,1.15479,15.4,-1.075
2025-12-01 00:00:00,EURUSD,H1,buy,1.15978,1.15883,1.16168,9.5,1.884
2025-12-01 17:00:00,EURUSD,H1,buy,1.16079,1.16053,1.16131,2.6,-1.325
2025-12-02 03:00:00,EURUSD,H1,buy,1.16104,1.16037,1.16238,6.7,-1.157
2025-12-08 13:00:00,EURUSD,H1,buy,1.16371,1.16153,1.16807,21.8,-1.054
2025-12-08 19:00:00,EURUSD,H1,buy,1.16386,1.16305,1.16548,8.1,-1.134
2025-12-11 03:00:00,EURUSD,H1,buy,1.16972,1.16811,1.17294,16.1,1.928
2025-12-11 19:00:00,EURUSD,H1,buy,1.17403,1.17350,1.17509,5.3,-1.191
